name,original_price,discounted_price,rating,rating_number,link
"Infinix Note 5 (Milan Black, 64 GB)  (4 GB RAM)","12,999","12,699",4.2,"6,588",https://www.flipkart.com/infinix-note-5-milan-black-64-gb/p/itmf84r8hrdzuzvf?pid=MOBF84R8QJMU6KTF&lid=LSTMOBF84R8QJMU6KTFQKE6EC&marketplace=FLIPKART&srno=s_8_184&otracker=search&fm=organic&iid=eb0fd53b-e25f-4548-9917-c80957941831.MOBF84R8QJMU6KTF.SEARCH&ssid=zcfy0xaw9s0000001586926555352&qH=1036ba3c4ed2c021
"LG W30 (Thunder Blue, 32 GB)  (3 GB RAM)","10,999","8,899",4,108,https://www.flipkart.com/lg-w30-thunder-blue-32-gb/p/itm05b85f49be36a?pid=MOBFJN9QEGXNQBDX&lid=LSTMOBFJN9QEGXNQBDXTNA4V2&marketplace=FLIPKART&srno=s_19_448&otracker=search&fm=organic&iid=bd583aed-3d31-404b-901e-91fb1ef32b50.MOBFJN9QEGXNQBDX.SEARCH&ssid=zfwcj21l9c0000001586926562237&qH=1036ba3c4ed2c021
"Micromax Selfie 2 Note (Champagne Gold, 32 GB)  (3 GB RAM)","12,999","6,499",3.8,16,https://www.flipkart.com/micromax-selfie-2-note-champagne-gold-32-gb/p/itmfezzbhayqaegq?pid=MOBFEZFC4TGUXNBT&lid=LSTMOBFEZFC4TGUXNBTT2E3J9&marketplace=FLIPKART&srno=s_23_530&otracker=search&fm=organic&iid=0b21f543-7eab-4104-adac-629a9d3ae850.MOBFEZFC4TGUXNBT.SEARCH&ssid=q2q9c51ggg0000001586926560182&qH=1036ba3c4ed2c021
"Honor 9X (Sapphire Blue, 128 GB)  (4 GB RAM)","15,999","13,999",4.4,"8,188",https://www.flipkart.com/honor-9x-sapphire-blue-128-gb/p/itmc8ed4034d23a3?pid=MOBFN6X8YZANAZYC&lid=LSTMOBFN6X8YZANAZYCLR5XYR&marketplace=FLIPKART&srno=s_7_166&otracker=search&fm=organic&iid=cbed0fb8-6a63-4d50-9d29-4d3ba09fdbc6.MOBFN6X8YZANAZYC.SEARCH&ssid=0guamvixuo0000001586926560661&qH=1036ba3c4ed2c021
"Apple iPhone 8 Plus (Gold, 64 GB)","76,000","76,000",4.6,"3,304",https://www.flipkart.com/apple-iphone-8-plus-gold-64-gb/p/itmexrgvuzgzttzh?pid=MOBEXRGV7EHHTGUH&lid=LSTMOBEXRGV7EHHTGUHS9DJVE&marketplace=FLIPKART&srno=s_17_404&otracker=search&fm=organic&iid=73eaf9c2-17b2-4b2a-918b-029a2f4d506d.MOBEXRGV7EHHTGUH.SEARCH&ssid=1g8afpin1c0000001586926557812&qH=1036ba3c4ed2c021
"Itel A25 (Gradation Blue, 16 GB)  (1 GB RAM)","4,499","3,750",4.8,6,https://www.flipkart.com/itel-a25-gradation-blue-16-gb/p/itm7f55d383ae904?pid=MOBFZM2U34WMZQTZ&lid=LSTMOBFZM2U34WMZQTZ2E4ZHG&marketplace=FLIPKART&srno=s_21_495&otracker=search&fm=organic&iid=4bcceeea-ecda-46f6-9442-c34b13bc2776.MOBFZM2U34WMZQTZ.SEARCH&ssid=ls1vhu17wg0000001586926556764&qH=1036ba3c4ed2c021
"Apple iPhone 7 (Rose Gold, 32 GB)","29,900","29,499",4.5,"86,143",https://www.flipkart.com/apple-iphone-7-rose-gold-32-gb/p/itmen6dapsvxanrk?pid=MOBEMK62JSRHU85T&lid=LSTMOBEMK62JSRHU85TIU9DKW&marketplace=FLIPKART&srno=s_8_191&otracker=search&fm=organic&iid=eb0fd53b-e25f-4548-9917-c80957941831.MOBEMK62JSRHU85T.SEARCH&ssid=zcfy0xaw9s0000001586926555352&qH=1036ba3c4ed2c021
"Gionee F9 (Champagne, 32 GB)  (3 GB RAM)","7,900","5,499",4.1,"6,791",https://www.flipkart.com/gionee-f9-champagne-32-gb/p/itm6a9afdea3af2b?pid=MOBFGNPDQNHHGPSS&lid=LSTMOBFGNPDQNHHGPSSDQZ1ME&marketplace=FLIPKART&srno=s_7_146&otracker=search&fm=organic&iid=cbed0fb8-6a63-4d50-9d29-4d3ba09fdbc6.MOBFGNPDQNHHGPSS.SEARCH&ssid=0guamvixuo0000001586926560661&qH=1036ba3c4ed2c021
"Nokia 7.2 (Charcoal, 64 GB)  (6 GB RAM)","22,199","18,099",4.2,"2,589",https://www.flipkart.com/nokia-7-2-charcoal-64-gb/p/itm1083ed973e149?pid=MOBFKDWK5QZZC9ZK&lid=LSTMOBFKDWK5QZZC9ZKDUZQE2&marketplace=FLIPKART&srno=s_20_473&otracker=search&fm=organic&iid=89dae1c5-4b27-4f3b-a8ef-5f1354b41ba1.MOBFKDWK5QZZC9ZK.SEARCH&ssid=2yz77yr7f40000001586926554439&qH=1036ba3c4ed2c021
"Infinix Note 5 (Berlin Gray, 64 GB)  (4 GB RAM)","12,999","12,699",4.2,"6,588",https://www.flipkart.com/infinix-note-5-berlin-gray-64-gb/p/itmf84r8hrdzuzvf?pid=MOBF84R89ECB9GZG&lid=LSTMOBF84R89ECB9GZGRH03O0&marketplace=FLIPKART&srno=s_8_183&otracker=search&fm=organic&iid=eb0fd53b-e25f-4548-9917-c80957941831.MOBF84R89ECB9GZG.SEARCH&ssid=zcfy0xaw9s0000001586926555352&qH=1036ba3c4ed2c021
"Honor 9 Lite (Sapphire Blue, 32 GB)  (3 GB RAM)","13,999","8,499",4.3,"4,67,903",https://www.flipkart.com/honor-9-lite-sapphire-blue-32-gb/p/itmff5zgdeckztpk?pid=MOBFF5ZGAKHCWDWR&lid=LSTMOBFF5ZGAKHCWDWRNJI9IZ&marketplace=FLIPKART&srno=s_18_425&otracker=search&fm=organic&iid=6456e671-4335-48ba-b860-54271565228e.MOBFF5ZGAKHCWDWR.SEARCH&ssid=f5k5niz0ds0000001586926559861&qH=1036ba3c4ed2c021
"Redmi 8A Dual (Sea Blue, 32 GB)  (2 GB RAM)","7,499","7,198",4.4,42,https://www.flipkart.com/redmi-8a-dual-sea-blue-32-gb/p/itmf5568beb3c3a5?pid=MOBFP764TNKZRSB8&lid=LSTMOBFP764TNKZRSB8NSKDL5&marketplace=FLIPKART&srno=s_5_104&otracker=search&fm=organic&iid=15a09bb9-81a6-4a61-a7c9-b1adb7aedc1f.MOBFP764TNKZRSB8.SEARCH&ssid=q7fnt4mzxs0000001586926557092&qH=1036ba3c4ed2c021
"Itel A22 Pro (Midnight Black, 16 GB)  (2 GB RAM)","6,499","5,200",4.1,87,https://www.flipkart.com/itel-a22-pro-midnight-black-16-gb/p/itmfcgcgezabxt3k?pid=MOBFCG6RBKD2N6QR&lid=LSTMOBFCG6RBKD2N6QRPGMQJV&marketplace=FLIPKART&srno=s_23_544&otracker=search&fm=organic&iid=0b21f543-7eab-4104-adac-629a9d3ae850.MOBFCG6RBKD2N6QR.SEARCH&ssid=q2q9c51ggg0000001586926560182&qH=1036ba3c4ed2c021
"Micromax Canvas L A108 (White, 8 GB)  (1 GB RAM)","11,999","11,999",3.8,189,https://www.flipkart.com/micromax-canvas-l-a108-white-8-gb/p/itme5z7p55usvc8z?pid=MOBDZM4P5BFRZXZE&lid=LSTMOBDZM4P5BFRZXZETJYWKT&marketplace=FLIPKART&srno=s_19_444&otracker=search&fm=organic&iid=bd583aed-3d31-404b-901e-91fb1ef32b50.MOBDZM4P5BFRZXZE.SEARCH&ssid=zfwcj21l9c0000001586926562237&qH=1036ba3c4ed2c021
"OPPO A3s (Purple, 16 GB)  (2 GB RAM)","11,990","7,490",4.4,"27,287",https://www.flipkart.com/oppo-a3s-purple-16-gb/p/itmfcmuvhzthsyzw?pid=MOBF7FNVH5QGESQ4&lid=LSTMOBF7FNVH5QGESQ4RJITWA&marketplace=FLIPKART&srno=s_10_234&otracker=search&fm=organic&iid=3bde488b-5f0f-4099-86f7-d07b607d9fd5.MOBF7FNVH5QGESQ4.SEARCH&ssid=apxc2txov40000001586926558982&qH=1036ba3c4ed2c021
"Lenovo K10 Note (Black, 64 GB)  (4 GB RAM)","16,999","9,999",4.2,"5,128",https://www.flipkart.com/lenovo-k10-note-black-64-gb/p/itm10a90e32b668e?pid=MOBFFXWWJWXAGZ6E&lid=LSTMOBFFXWWJWXAGZ6EOR3XAK&marketplace=FLIPKART&srno=s_6_133&otracker=search&fm=organic&iid=83df86fa-e3ee-47d2-a6a3-cca53df8c67f.MOBFFXWWJWXAGZ6E.SEARCH&ssid=s5oh2kcc5s0000001586926558778&qH=1036ba3c4ed2c021
"LYF C459 (Blue, 8 GB)  (1 GB RAM)","3,490","3,490",3.5,"2,033",https://www.flipkart.com/lyf-c459-blue-8-gb/p/itmexkhg42buztyf?pid=MOBEXGJ64XMGHWZD&lid=LSTMOBEXGJ64XMGHWZD95VUR3&marketplace=FLIPKART&srno=s_21_493&otracker=search&fm=organic&iid=4bcceeea-ecda-46f6-9442-c34b13bc2776.MOBEXGJ64XMGHWZD.SEARCH&ssid=ls1vhu17wg0000001586926556764&qH=1036ba3c4ed2c021
"Motorola One Power (Black, 64 GB)  (4 GB RAM)","18,999","18,999",4.4,"1,25,165",https://www.flipkart.com/motorola-one-power-black-64-gb/p/itmf9f5epkbmfkce?pid=MOBF9F5EXZBRWBCZ&lid=LSTMOBF9F5EXZBRWBCZRE833U&marketplace=FLIPKART&srno=s_18_423&otracker=search&fm=organic&iid=6456e671-4335-48ba-b860-54271565228e.MOBF9F5EXZBRWBCZ.SEARCH&ssid=f5k5niz0ds0000001586926559861&qH=1036ba3c4ed2c021
"Vivo S1 (Diamond Black, 64 GB)  (6 GB RAM)","19,990","16,990",4.5,"1,969",https://www.flipkart.com/vivo-s1-diamond-black-64-gb/p/itmfgu2ks3avptzq?pid=MOBFK88FEJARMAAH&lid=LSTMOBFK88FEJARMAAH7TB6LB&marketplace=FLIPKART&srno=s_8_179&otracker=search&fm=organic&iid=eb0fd53b-e25f-4548-9917-c80957941831.MOBFK88FEJARMAAH.SEARCH&ssid=zcfy0xaw9s0000001586926555352&qH=1036ba3c4ed2c021
"Apple iPhone 11 Pro (Space Grey, 64 GB)","1,06,600","1,06,600",4.7,"1,129",https://www.flipkart.com/apple-iphone-11-pro-space-grey-64-gb/p/itm7e24c1c560208?pid=MOBFKCTSAYWUW8HP&lid=LSTMOBFKCTSAYWUW8HPFZOXOU&marketplace=FLIPKART&srno=s_22_524&otracker=search&fm=organic&iid=f830f1cc-5678-4552-9eef-fb8f4cccaaec.MOBFKCTSAYWUW8HP.SEARCH&ssid=j7e12mwe000000001586926558397&qH=1036ba3c4ed2c021
"Moto One (White, 64 GB)  (4 GB RAM)","14,999","14,999",4.1,264,https://www.flipkart.com/moto-one-white-64-gb/p/itmffftznq724zhz?pid=MOBFFFTZZHRMGJCG&lid=LSTMOBFFFTZZHRMGJCGSVGFQW&marketplace=FLIPKART&srno=s_16_369&otracker=search&fm=organic&iid=0e76ab2e-3ecf-4ab2-88c9-b66c6c8f9838.MOBFFFTZZHRMGJCG.SEARCH&ssid=hx1qjuvxls0000001586926555617&qH=1036ba3c4ed2c021
"Mi A3 (Kind of Grey, 64 GB)  (4 GB RAM)","14,999","12,999",4.3,"24,766",https://www.flipkart.com/mi-a3-kind-grey-64-gb/p/itm280ef520ac1d9?pid=MOBFJM4ZZW6NTSZH&lid=LSTMOBFJM4ZZW6NTSZHU6DTVH&marketplace=FLIPKART&srno=s_6_127&otracker=search&fm=organic&iid=83df86fa-e3ee-47d2-a6a3-cca53df8c67f.MOBFJM4ZZW6NTSZH.SEARCH&ssid=s5oh2kcc5s0000001586926558778&qH=1036ba3c4ed2c021
"Tecno Spark 4 Air (Polar Blue, 32 GB)  (3 GB RAM)","7,999","6,990",4.2,11,https://www.flipkart.com/tecno-spark-4-air-polar-blue-32-gb/p/itm73ab9a54b9d53?pid=MOBFZW57CFBWGMU6&lid=LSTMOBFZW57CFBWGMU6CBHGNV&marketplace=FLIPKART&srno=s_8_192&otracker=search&fm=organic&iid=eb0fd53b-e25f-4548-9917-c80957941831.MOBFZW57CFBWGMU6.SEARCH&ssid=zcfy0xaw9s0000001586926555352&qH=1036ba3c4ed2c021
"HTC Wildfire X (Blue MB, 32 GB)  (3 GB RAM)","13,999","9,499",3.9,794,https://www.flipkart.com/htc-wildfire-x-blue-mb-32-gb/p/itm40a5d1d0eb7f7?pid=MOBFGV83S2UCQYXV&lid=LSTMOBFGV83S2UCQYXVSS3M31&marketplace=FLIPKART&srno=s_23_547&otracker=search&fm=organic&iid=0b21f543-7eab-4104-adac-629a9d3ae850.MOBFGV83S2UCQYXV.SEARCH&ssid=q2q9c51ggg0000001586926560182&qH=1036ba3c4ed2c021
"Samsung Galaxy A71 (Prism Crush Black, 128 GB)  (8 GB RAM)","34,999","31,500",4.6,171,https://www.flipkart.com/samsung-galaxy-a71-prism-crush-black-128-gb/p/itm12db4ef8769d6?pid=MOBFZ4AJ2FZGJKCF&lid=LSTMOBFZ4AJ2FZGJKCFH1I1TL&marketplace=FLIPKART&srno=s_10_223&otracker=search&fm=organic&iid=3bde488b-5f0f-4099-86f7-d07b607d9fd5.MOBFZ4AJ2FZGJKCF.SEARCH&ssid=apxc2txov40000001586926558982&qH=1036ba3c4ed2c021
"Huawei P9 (Titanium Grey, 32 GB)  (3 GB RAM)","39,999","39,999",4.5,841,https://www.flipkart.com/huawei-p9-titanium-grey-32-gb/p/itmeuyd96fpkjnyb?pid=MOBEKQHY6HAAHCMP&lid=LSTMOBEKQHY6HAAHCMPUYLLAF&marketplace=FLIPKART&srno=s_19_434&otracker=search&fm=organic&iid=bd583aed-3d31-404b-901e-91fb1ef32b50.MOBEKQHY6HAAHCMP.SEARCH&ssid=zfwcj21l9c0000001586926562237&qH=1036ba3c4ed2c021
"Vivo S1 (Diamond Black, 128 GB)  (6 GB RAM)","22,990","19,990",4.5,"1,969",https://www.flipkart.com/vivo-s1-diamond-black-128-gb/p/itmfgu2ks3avptzq?pid=MOBFGU2KYHCGZMX5&lid=LSTMOBFGU2KYHCGZMX5OPYMMR&marketplace=FLIPKART&srno=s_6_135&otracker=search&fm=organic&iid=83df86fa-e3ee-47d2-a6a3-cca53df8c67f.MOBFGU2KYHCGZMX5.SEARCH&ssid=s5oh2kcc5s0000001586926558778&qH=1036ba3c4ed2c021
"Tecno Camon i Click (Midnight Black, 64 GB)  (4 GB RAM)","12,990","12,985",4.4,25,https://www.flipkart.com/tecno-camon-click-midnight-black-64-gb/p/itmfh7hheypgm6ng?pid=MOBFH7HHSMVETMTG&lid=LSTMOBFH7HHSMVETMTGFMSJ87&marketplace=FLIPKART&srno=s_21_503&otracker=search&fm=organic&iid=4bcceeea-ecda-46f6-9442-c34b13bc2776.MOBFH7HHSMVETMTG.SEARCH&ssid=ls1vhu17wg0000001586926556764&qH=1036ba3c4ed2c021
"Motorola One Vision (Sapphire Gradient, 128 GB)  (4 GB RAM)","22,999","14,999",4.1,"9,686",https://www.flipkart.com/motorola-one-vision-sapphire-gradient-128-gb/p/itmfhr73hytj4hcf?pid=MOBFFUJ8J7B9EPYT&lid=LSTMOBFFUJ8J7B9EPYT1YNG7D&marketplace=FLIPKART&srno=s_10_233&otracker=search&fm=organic&iid=3bde488b-5f0f-4099-86f7-d07b607d9fd5.MOBFFUJ8J7B9EPYT.SEARCH&ssid=apxc2txov40000001586926558982&qH=1036ba3c4ed2c021
"Redmi Note 8 Pro (Shadow Black, 128 GB)  (6 GB RAM)","17,999","16,275",4.5,"15,988",https://www.flipkart.com/redmi-note-8-pro-shadow-black-128-gb/p/itm2f31dd5ad9153?pid=MOBFHGTDDTQ4CZVZ&lid=LSTMOBFHGTDDTQ4CZVZTVBSON&marketplace=FLIPKART&srno=s_4_84&otracker=search&fm=organic&iid=952d63c0-869f-4922-93ee-7875cce07b3d.MOBFHGTDDTQ4CZVZ.SEARCH&ssid=05rijs4j4w0000001586926554582&qH=1036ba3c4ed2c021
"Rage Marvel (Black, 1 GB)  (1 GB RAM)","4,997","4,997",3,7,https://www.flipkart.com/rage-marvel-black-1-gb/p/itmevt7mec2h4hfq?pid=MOBE4JKYHWMWCECY&lid=LSTMOBE4JKYHWMWCECY27Z9F6&marketplace=FLIPKART&srno=s_22_507&otracker=search&fm=organic&iid=f830f1cc-5678-4552-9eef-fb8f4cccaaec.MOBE4JKYHWMWCECY.SEARCH&ssid=j7e12mwe000000001586926558397&qH=1036ba3c4ed2c021
"Billion Capture+ (Mystic Black, 64 GB)  (4 GB RAM)","13,999","13,999",3.4,"2,001",https://www.flipkart.com/billion-capture-mystic-black-64-gb/p/itmevajygtchrzut?pid=MOBEVAJYUPFXQHDM&lid=LSTMOBEVAJYUPFXQHDME7ETYY&marketplace=FLIPKART&srno=s_17_385&otracker=search&fm=organic&iid=73eaf9c2-17b2-4b2a-918b-029a2f4d506d.MOBEVAJYUPFXQHDM.SEARCH&ssid=1g8afpin1c0000001586926557812&qH=1036ba3c4ed2c021
"OPPO Reno3 Pro (Auroral Blue, 128 GB)  (8 GB RAM)","32,990","31,990",4.6,597,https://www.flipkart.com/oppo-reno3-pro-auroral-blue-128-gb/p/itm05804cb14fc19?pid=MOBFPYA4RSKUJZPH&lid=LSTMOBFPYA4RSKUJZPHMGZWG5&marketplace=FLIPKART&srno=s_9_196&otracker=search&fm=organic&iid=eeae2728-08f7-4cee-a849-12d1949fd214.MOBFPYA4RSKUJZPH.SEARCH&ssid=x9w3svc7f40000001586926557254&qH=1036ba3c4ed2c021
"Apple iPhone 7 Plus (Gold, 32 GB)","37,900","36,999",4.5,"24,143",https://www.flipkart.com/apple-iphone-7-plus-gold-32-gb/p/itmen6daschjypr3?pid=MOBEMK62YVHPH7MV&lid=LSTMOBEMK62YVHPH7MVKD9401&marketplace=FLIPKART&srno=s_4_86&otracker=search&fm=organic&iid=952d63c0-869f-4922-93ee-7875cce07b3d.MOBEMK62YVHPH7MV.SEARCH&ssid=05rijs4j4w0000001586926554582&qH=1036ba3c4ed2c021
"Apple iPhone XR (Coral, 64 GB)","72,900","54,999",4.6,"8,773",https://www.flipkart.com/apple-iphone-xr-coral-64-gb/p/itmf9z7zqzzt7bmv?pid=MOBF9Z7ZAFUMF6AG&lid=LSTMOBF9Z7ZAFUMF6AG0YYNMF&marketplace=FLIPKART&srno=s_20_468&otracker=search&fm=organic&iid=89dae1c5-4b27-4f3b-a8ef-5f1354b41ba1.MOBF9Z7ZAFUMF6AG.SEARCH&ssid=2yz77yr7f40000001586926554439&qH=1036ba3c4ed2c021
"Moto Turbo (Black, 64 GB)  (3 GB RAM)","31,999","31,999",4.2,"3,877",https://www.flipkart.com/moto-turbo-black-64-gb/p/itme45h87vyhb3mg?pid=MOBE45H673ZGUCVX&lid=LSTMOBE45H673ZGUCVXRZ8OLB&marketplace=FLIPKART&srno=s_18_419&otracker=search&fm=organic&iid=6456e671-4335-48ba-b860-54271565228e.MOBE45H673ZGUCVX.SEARCH&ssid=f5k5niz0ds0000001586926559861&qH=1036ba3c4ed2c021
"Redmi Note 8 Pro (Shadow Black, 128 GB)  (8 GB RAM)","19,999","18,990",4.4,"2,334",https://www.flipkart.com/redmi-note-8-pro-shadow-black-128-gb/p/itm014bee372e2a7?pid=MOBFHFGFPAMSCEA4&lid=LSTMOBFHFGFPAMSCEA4YDE7ST&marketplace=FLIPKART&srno=s_9_198&otracker=search&fm=organic&iid=eeae2728-08f7-4cee-a849-12d1949fd214.MOBFHFGFPAMSCEA4.SEARCH&ssid=x9w3svc7f40000001586926557254&qH=1036ba3c4ed2c021
"Apple iPhone 8 (Silver, 64 GB)","39,900","38,999",4.5,"9,963",https://www.flipkart.com/apple-iphone-8-silver-64-gb/p/itmexrgvsw7vedwq?pid=MOBEXRGVRZFCMMYD&lid=LSTMOBEXRGVRZFCMMYDQUOPJH&marketplace=FLIPKART&srno=s_6_141&otracker=search&fm=organic&iid=83df86fa-e3ee-47d2-a6a3-cca53df8c67f.MOBEXRGVRZFCMMYD.SEARCH&ssid=s5oh2kcc5s0000001586926558778&qH=1036ba3c4ed2c021
"Yu Yunique (Black, 8 GB)  (1 GB RAM)","4,695","4,695",3.8,419,https://www.flipkart.com/yu-yunique-black-8-gb/p/itmek9sfdgawe6zb?pid=MOBEK9SFCG79CHY3&lid=LSTMOBEK9SFCG79CHY3BOV8D7&marketplace=FLIPKART&srno=s_21_483&otracker=search&fm=organic&iid=4bcceeea-ecda-46f6-9442-c34b13bc2776.MOBEK9SFCG79CHY3.SEARCH&ssid=ls1vhu17wg0000001586926556764&qH=1036ba3c4ed2c021
"Mobiistar E1 Selfie (Black, 32 GB)  (3 GB RAM)","5,999","5,999",3.9,493,https://www.flipkart.com/mobiistar-e1-selfie-black-32-gb/p/itmf9p7fvh4dhshk?pid=MOBF9Z84PNUGKBPB&lid=LSTMOBF9Z84PNUGKBPBHLRH6M&marketplace=FLIPKART&srno=s_17_403&otracker=search&fm=organic&iid=73eaf9c2-17b2-4b2a-918b-029a2f4d506d.MOBF9Z84PNUGKBPB.SEARCH&ssid=1g8afpin1c0000001586926557812&qH=1036ba3c4ed2c021
"iQOO 3 (Quantum Silver, 128 GB)  (8 GB RAM)","38,990","38,990",4.5,490,https://www.flipkart.com/iqoo-3-quantum-silver-128-gb/p/itm7d075bc17be11?pid=MOBFP4P2NBTJYC5J&lid=LSTMOBFP4P2NBTJYC5JXXTSRK&marketplace=FLIPKART&srno=s_8_186&otracker=search&fm=organic&iid=eb0fd53b-e25f-4548-9917-c80957941831.MOBFP4P2NBTJYC5J.SEARCH&ssid=zcfy0xaw9s0000001586926555352&qH=1036ba3c4ed2c021
"Micromax Bharat 5 Plus (Jet Black, 16 GB)  (2 GB RAM)","5,495","5,495",3.9,412,https://www.flipkart.com/micromax-bharat-5-plus-jet-black-16-gb/p/itmf2vqtxs3xmb44?pid=MOBF2VQTGFXTEMGT&lid=LSTMOBF2VQTGFXTEMGT5SKO71&marketplace=FLIPKART&srno=s_20_460&otracker=search&fm=organic&iid=89dae1c5-4b27-4f3b-a8ef-5f1354b41ba1.MOBF2VQTGFXTEMGT.SEARCH&ssid=2yz77yr7f40000001586926554439&qH=1036ba3c4ed2c021
"Vivo Y91i (Fusion Black, 32 GB)  (2 GB RAM)","9,990","7,990",4.3,"12,871",https://www.flipkart.com/vivo-y91i-fusion-black-32-gb/p/itmff6vsadyrbauf?pid=MOBFEFCPX6AJ7C6K&lid=LSTMOBFEFCPX6AJ7C6KGKPZED&marketplace=FLIPKART&srno=s_4_96&otracker=search&fm=organic&iid=952d63c0-869f-4922-93ee-7875cce07b3d.MOBFEFCPX6AJ7C6K.SEARCH&ssid=05rijs4j4w0000001586926554582&qH=1036ba3c4ed2c021
"ZIOX Duopix R1 (Blue, 8 GB)  (1 GB RAM)","3,199","3,199",3.4,-1,https://www.flipkart.com/ziox-duopix-r1-blue-8-gb/p/itmf6bg5qkxuctnv?pid=MOBF67X23PXCH58G&lid=LSTMOBF67X23PXCH58GVQDHHN&marketplace=FLIPKART&srno=s_21_494&otracker=search&fm=organic&iid=4bcceeea-ecda-46f6-9442-c34b13bc2776.MOBF67X23PXCH58G.SEARCH&ssid=ls1vhu17wg0000001586926556764&qH=1036ba3c4ed2c021
"HTC Desire 816G (Octa Core) (Blue, 16 GB)  (1 GB RAM)","21,990","21,990",3.9,901,https://www.flipkart.com/htc-desire-816g-octa-core-blue-16-gb/p/itmevt7pyu3heha6?pid=MOBE4C8CXFQDHDHU&lid=LSTMOBE4C8CXFQDHDHU702YCI&marketplace=FLIPKART&srno=s_17_408&otracker=search&fm=organic&iid=73eaf9c2-17b2-4b2a-918b-029a2f4d506d.MOBE4C8CXFQDHDHU.SEARCH&ssid=1g8afpin1c0000001586926557812&qH=1036ba3c4ed2c021
"Samsung Galaxy A71 (Prism Crush Blue, 128 GB)  (8 GB RAM)","34,999","31,500",4.6,171,https://www.flipkart.com/samsung-galaxy-a71-prism-crush-blue-128-gb/p/itmb035e59d58202?pid=MOBFZ4AJJSWKTTAU&lid=LSTMOBFZ4AJJSWKTTAUBGGM4Q&marketplace=FLIPKART&srno=s_5_109&otracker=search&fm=organic&iid=15a09bb9-81a6-4a61-a7c9-b1adb7aedc1f.MOBFZ4AJJSWKTTAU.SEARCH&ssid=q7fnt4mzxs0000001586926557092&qH=1036ba3c4ed2c021
"Vivo U10 (Thunder Black, 64 GB)  (3 GB RAM)","11,990","10,490",4.4,"12,638",https://www.flipkart.com/vivo-u10-thunder-black-64-gb/p/itm3bdf789ca000a?pid=MOBFKXMDN7HZHSZP&lid=LSTMOBFKXMDN7HZHSZPZFSEZY&marketplace=FLIPKART&srno=s_11_245&otracker=search&fm=organic&iid=b6c11b51-f48d-4f74-b7d2-3f6bf7f33211.MOBFKXMDN7HZHSZP.SEARCH&ssid=6hjarsxbgg0000001586926561694&qH=1036ba3c4ed2c021
"Asus 6Z (Black, 64 GB)  (6 GB RAM)","35,999","27,999",4.3,"5,357",https://www.flipkart.com/asus-6z-black-64-gb/p/itmfg5hgqf3hwaj4?pid=MOBFG5HF4AG4DWYT&lid=LSTMOBFG5HF4AG4DWYTMJUBLX&marketplace=FLIPKART&srno=s_21_488&otracker=search&fm=organic&iid=4bcceeea-ecda-46f6-9442-c34b13bc2776.MOBFG5HF4AG4DWYT.SEARCH&ssid=ls1vhu17wg0000001586926556764&qH=1036ba3c4ed2c021
"Gionee F9 Plus (Blue, 32 GB)  (3 GB RAM)","9,490","7,499",4.1,"3,354",https://www.flipkart.com/gionee-f9-plus-blue-32-gb/p/itm4dd39efb65154?pid=MOBFKCSVXS4FUWNJ&lid=LSTMOBFKCSVXS4FUWNJSMFSZU&marketplace=FLIPKART&srno=s_5_102&otracker=search&fm=organic&iid=15a09bb9-81a6-4a61-a7c9-b1adb7aedc1f.MOBFKCSVXS4FUWNJ.SEARCH&ssid=q7fnt4mzxs0000001586926557092&qH=1036ba3c4ed2c021
"OPPO A3s (Purple, 64 GB)  (4 GB RAM)","15,000","15,000",4.3,"16,358",https://www.flipkart.com/oppo-a3s-purple-64-gb/p/itmfgej4rzqsepsz?pid=MOBFG5BJBTGHG4B5&lid=LSTMOBFG5BJBTGHG4B5RHCAW9&marketplace=FLIPKART&srno=s_19_455&otracker=search&fm=organic&iid=bd583aed-3d31-404b-901e-91fb1ef32b50.MOBFG5BJBTGHG4B5.SEARCH&ssid=zfwcj21l9c0000001586926562237&qH=1036ba3c4ed2c021
"Redmi Note 7S (Sapphire Blue, 32 GB)  (3 GB RAM)","11,999","9,999",4.4,"2,89,553",https://www.flipkart.com/redmi-note-7s-sapphire-blue-32-gb/p/itmfgpbacwygthha?pid=MOBFGGJ8Z7ZQVHSZ&lid=LSTMOBFGGJ8Z7ZQVHSZ8GXYCV&marketplace=FLIPKART&srno=s_8_182&otracker=search&fm=organic&iid=eb0fd53b-e25f-4548-9917-c80957941831.MOBFGGJ8Z7ZQVHSZ.SEARCH&ssid=zcfy0xaw9s0000001586926555352&qH=1036ba3c4ed2c021
"Gionee F205 Pro (Champagne, 16 GB)  (2 GB RAM)","6,990","5,999",4.1,"8,751",https://www.flipkart.com/gionee-f205-pro-champagne-16-gb/p/itme0ced060e465f?pid=MOBFDQZ6EDM6SC2K&lid=LSTMOBFDQZ6EDM6SC2K2S4W5F&marketplace=FLIPKART&srno=s_21_486&otracker=search&fm=organic&iid=4bcceeea-ecda-46f6-9442-c34b13bc2776.MOBFDQZ6EDM6SC2K.SEARCH&ssid=ls1vhu17wg0000001586926556764&qH=1036ba3c4ed2c021
