name,original_price,discounted_price,rating,rating_number,link
"Lenovo A7700 (Black, 16 GB)  (2 GB RAM)","5,999","5,999",3.9,972,https://www.flipkart.com/lenovo-a7700-black-16-gb/p/itmeuydaejzvybcy?pid=MOBENQB6PKXKWZFH&lid=LSTMOBENQB6PKXKWZFHL2FOPZ&marketplace=FLIPKART&srno=s_21_496&otracker=search&fm=organic&iid=4bcceeea-ecda-46f6-9442-c34b13bc2776.MOBENQB6PKXKWZFH.SEARCH&ssid=ls1vhu17wg0000001586926556764&qH=1036ba3c4ed2c021
"Samsung Galaxy A30s (Prism Crush Violet, 128 GB)  (4 GB RAM)","19,900","16,856",4.3,"2,896",https://www.flipkart.com/samsung-galaxy-a30s-prism-crush-violet-128-gb/p/itmb6bec3b228ab7?pid=MOBFNZGE5GNBCGVZ&lid=LSTMOBFNZGE5GNBCGVZHYVVCL&marketplace=FLIPKART&srno=s_14_323&otracker=search&fm=organic&iid=706a2efc-57b7-4880-a80e-732132a03f6e.MOBFNZGE5GNBCGVZ.SEARCH&ssid=tsab5bu2z40000001586926558662&qH=1036ba3c4ed2c021
"Yu Ace (Charcoal Grey, 16 GB)  (2 GB RAM)","7,999","4,299",4.1,"60,919",https://www.flipkart.com/yu-ace-charcoal-grey-16-gb/p/itmfecwf3hzdrgqt?pid=MOBF8HV9WGWFGYEY&lid=LSTMOBF8HV9WGWFGYEYULSM3D&marketplace=FLIPKART&srno=s_10_222&otracker=search&fm=organic&iid=3bde488b-5f0f-4099-86f7-d07b607d9fd5.MOBF8HV9WGWFGYEY.SEARCH&ssid=apxc2txov40000001586926558982&qH=1036ba3c4ed2c021
"Tecno Camon i Sky (midnight black, 16 GB)  (2 GB RAM)","4,848","4,848",4.1,200,https://www.flipkart.com/tecno-camon-sky-midnight-black-16-gb/p/itmf7fz8356rbkf2?pid=MOBFAG22GVH3KQYE&lid=LSTMOBFAG22GVH3KQYEFX5WZG&marketplace=FLIPKART&srno=s_22_517&otracker=search&fm=organic&iid=f830f1cc-5678-4552-9eef-fb8f4cccaaec.MOBFAG22GVH3KQYE.SEARCH&ssid=j7e12mwe000000001586926558397&qH=1036ba3c4ed2c021
"Realme 5i (Forest Green, 64 GB)  (4 GB RAM)","10,999","9,999",4.4,"1,37,430",https://www.flipkart.com/realme-5i-forest-green-64-gb/p/itmdac0da867a9fa?pid=MOBFNG3GNW3BU2XE&lid=LSTMOBFNG3GNW3BU2XERAL9TG&marketplace=FLIPKART&srno=s_1_5&otracker=search&fm=organic&iid=302ebb54-7e62-446a-b933-5aec5510708c.MOBFNG3GNW3BU2XE.SEARCH&ssid=qt3rp443f40000001586926557657&qH=1036ba3c4ed2c021
"Honor 9N (Midnight Black, 64 GB)  (4 GB RAM)","15,999","8,999",4.3,"2,21,990",https://www.flipkart.com/honor-9n-midnight-black-64-gb/p/itmf9pgsehv6nmss?pid=MOBF6NARF4GYZXG9&lid=LSTMOBF6NARF4GYZXG9XF6YYF&marketplace=FLIPKART&srno=s_14_336&otracker=search&fm=organic&iid=706a2efc-57b7-4880-a80e-732132a03f6e.MOBF6NARF4GYZXG9.SEARCH&ssid=tsab5bu2z40000001586926558662&qH=1036ba3c4ed2c021
"Samsung Galaxy A10s (Blue, 32 GB)  (3 GB RAM)","11,000","10,099",4.3,893,https://www.flipkart.com/samsung-galaxy-a10s-blue-32-gb/p/itmb72c798301ae6?pid=MOBFJPAQFKS6QPHT&lid=LSTMOBFJPAQFKS6QPHTOUQI7D&marketplace=FLIPKART&srno=s_10_228&otracker=search&fm=organic&iid=3bde488b-5f0f-4099-86f7-d07b607d9fd5.MOBFJPAQFKS6QPHT.SEARCH&ssid=apxc2txov40000001586926558982&qH=1036ba3c4ed2c021
"Redmi Note 7 Pro (Space Black, 64 GB)  (4 GB RAM)","15,999","10,999",4.5,"7,83,264",https://www.flipkart.com/redmi-note-7-pro-space-black-64-gb/p/itmfegkx2gufuzhp?pid=MOBFDXZ36Y4DJBGM&lid=LSTMOBFDXZ36Y4DJBGM2SHASI&marketplace=FLIPKART&srno=s_2_44&otracker=search&fm=organic&iid=f92c8823-72bf-499d-b6cf-eec8c085d2a6.MOBFDXZ36Y4DJBGM.SEARCH&ssid=mqgbncspts0000001586926558907&qH=1036ba3c4ed2c021
"Vivo V15 Pro (Topaz Blue, 128 GB)  (8 GB RAM)","34,990","28,499",4.5,"2,825",https://www.flipkart.com/vivo-v15-pro-topaz-blue-128-gb/p/itmffmh3damhbuga?pid=MOBFG8X7ZQHYHX28&lid=LSTMOBFG8X7ZQHYHX28FHKERJ&marketplace=FLIPKART&srno=s_22_522&otracker=search&fm=organic&iid=f830f1cc-5678-4552-9eef-fb8f4cccaaec.MOBFG8X7ZQHYHX28.SEARCH&ssid=j7e12mwe000000001586926558397&qH=1036ba3c4ed2c021
"Redmi 3S (Dark Grey, 16 GB)  (2 GB RAM)","6,999","6,999",4.3,"2,11,469",https://www.flipkart.com/redmi-3s-dark-grey-16-gb/p/itmemf5cbhdpxvvp?pid=MOBEKWZY4XUVPGAV&lid=LSTMOBEKWZY4XUVPGAVMMLURE&marketplace=FLIPKART&srno=s_11_260&otracker=search&fm=organic&iid=b6c11b51-f48d-4f74-b7d2-3f6bf7f33211.MOBEKWZY4XUVPGAV.SEARCH&ssid=6hjarsxbgg0000001586926561694&qH=1036ba3c4ed2c021
"Redmi Y2 (Rose Gold, 64 GB)  (4 GB RAM)","13,499","10,999",4.4,"25,277",https://www.flipkart.com/redmi-y2-rose-gold-64-gb/p/itmfdkcmswtpjb7n?pid=MOBF87QWYCKESZXR&lid=LSTMOBF87QWYCKESZXRTY0QWK&marketplace=FLIPKART&srno=s_15_358&otracker=search&fm=organic&iid=5ffe6540-8139-49df-ba46-e370c1a80d85.MOBF87QWYCKESZXR.SEARCH&ssid=tgiedm0pf40000001586926560697&qH=1036ba3c4ed2c021
"Realme 6 (Comet Blue, 64 GB)  (4 GB RAM)","13,999","13,999",4.4,"14,947",https://www.flipkart.com/realme-6-comet-blue-64-gb/p/itm212944b2e7fb0?pid=MOBFPCX7F9NBPRRT&lid=LSTMOBFPCX7F9NBPRRTSHD9FQ&marketplace=FLIPKART&otracker=search&fm=organic&iid=6c2e100b-ec61-4aad-b191-fc1099ef8a27.MOBFPCX7F9NBPRRT.SEARCH&ssid=ao6h8obgtc0000001586926555649&qH=1036ba3c4ed2c021
"Huawei Y9 Prime 2019 (Emerald Green, 128 GB)  (4 GB RAM)","19,990","16,899",4.2,-1,https://www.flipkart.com/huawei-y9-prime-2019-emerald-green-128-gb/p/itmca1f728cc63fe?pid=MOBFHUNAWQUBZUZT&lid=LSTMOBFHUNAWQUBZUZTUVOQ2Z&marketplace=FLIPKART&srno=s_21_497&otracker=search&fm=organic&iid=4bcceeea-ecda-46f6-9442-c34b13bc2776.MOBFHUNAWQUBZUZT.SEARCH&ssid=ls1vhu17wg0000001586926556764&qH=1036ba3c4ed2c021
"Redmi K20 (Carbon Black, 128 GB)  (6 GB RAM)","24,999","24,999",4.5,"44,040",https://www.flipkart.com/redmi-k20-carbon-black-128-gb/p/itmfggktjkrahjwm?pid=MOBFG7UYGCXFUZZV&lid=LSTMOBFG7UYGCXFUZZV3A8OBA&marketplace=FLIPKART&srno=s_15_343&otracker=search&fm=organic&iid=5ffe6540-8139-49df-ba46-e370c1a80d85.MOBFG7UYGCXFUZZV.SEARCH&ssid=tgiedm0pf40000001586926560697&qH=1036ba3c4ed2c021
"Vivo S1 (Diamond Black, 128 GB)  (4 GB RAM)","19,990","17,990",4.5,"7,605",https://www.flipkart.com/vivo-s1-diamond-black-128-gb/p/itmfgu2ks3avptzq?pid=MOBFGU2KUFYFHUHK&lid=LSTMOBFGU2KUFYFHUHK67JBBF&marketplace=FLIPKART&srno=s_8_181&otracker=search&fm=organic&iid=eb0fd53b-e25f-4548-9917-c80957941831.MOBFGU2KUFYFHUHK.SEARCH&ssid=zcfy0xaw9s0000001586926555352&qH=1036ba3c4ed2c021
"Realme 5s (Crystal Blue, 64 GB)  (4 GB RAM)","11,999","10,999",4.4,"2,22,936",https://www.flipkart.com/realme-5s-crystal-blue-64-gb/p/itm592977b0ba210?pid=MOBFM2WZ9AZUPTTZ&lid=LSTMOBFM2WZ9AZUPTTZXXEDBC&marketplace=FLIPKART&otracker=search&fm=organic&iid=6c2e100b-ec61-4aad-b191-fc1099ef8a27.MOBFM2WZ9AZUPTTZ.SEARCH&ssid=ao6h8obgtc0000001586926555649&qH=1036ba3c4ed2c021
"Lava Z93 (Royal Blue, 32 GB)  (3 GB RAM)","9,999","8,499",4.1,36,https://www.flipkart.com/lava-z93-royal-blue-32-gb/p/itmfgqzcthvzr9jr?pid=MOBFGQZCZJ7TZAMG&lid=LSTMOBFGQZCZJ7TZAMGGNTWAC&marketplace=FLIPKART&srno=s_22_527&otracker=search&fm=organic&iid=f830f1cc-5678-4552-9eef-fb8f4cccaaec.MOBFGQZCZJ7TZAMG.SEARCH&ssid=j7e12mwe000000001586926558397&qH=1036ba3c4ed2c021
"Panasonic Eluga Ray 610 (Blue, 32 GB)  (3 GB RAM)","6,799","6,799",4.2,"2,270",https://www.flipkart.com/panasonic-eluga-ray-610-blue-32-gb/p/itm6431aef454620?pid=MOBFNDPZBCGNPZSC&lid=LSTMOBFNDPZBCGNPZSC28RNDW&marketplace=FLIPKART&srno=s_12_271&otracker=search&fm=organic&iid=3e4fd231-92fb-4928-b778-06f9edbcc09a.MOBFNDPZBCGNPZSC.SEARCH&ssid=m6ruv4qwls0000001586926554563&qH=1036ba3c4ed2c021
"Samsung Galaxy A50 (Black, 64 GB)  (6 GB RAM)","24,000","18,999",4.4,"9,749",https://www.flipkart.com/samsung-galaxy-a50-black-64-gb/p/itmfe4cs57gyhnkz?pid=MOBFE4CSUQHGWE9V&lid=LSTMOBFE4CSUQHGWE9VZGRI30&marketplace=FLIPKART&srno=s_11_264&otracker=search&fm=organic&iid=b6c11b51-f48d-4f74-b7d2-3f6bf7f33211.MOBFE4CSUQHGWE9V.SEARCH&ssid=6hjarsxbgg0000001586926561694&qH=1036ba3c4ed2c021
"OPPO F11 Pro (Thunder Black, 64 GB)  (6 GB RAM)","28,990","16,990",4.4,"1,11,027",https://www.flipkart.com/oppo-f11-pro-thunder-black-64-gb/p/itmfe6k2gurv2a3p?pid=MOBFE6K2KQDSWAM8&lid=LSTMOBFE6K2KQDSWAM8CY2ZL4&marketplace=FLIPKART&srno=s_3_56&otracker=search&fm=organic&iid=c7942e6f-8fa5-4a72-88a9-5564ba5c91fb.MOBFE6K2KQDSWAM8.SEARCH&ssid=cjeu2cii1s0000001586926561863&qH=1036ba3c4ed2c021
"LG G7+ ThinQ (Blue, 128 GB)  (6 GB RAM)","55,000","39,999",4.5,"2,322",https://www.flipkart.com/lg-g7-thinq-blue-128-gb/p/itmfcyaqf5hy7mna?pid=MOBFCYAQ5TGN7RB9&lid=LSTMOBFCYAQ5TGN7RB9ULIXQZ&marketplace=FLIPKART&srno=s_20_459&otracker=search&fm=organic&iid=89dae1c5-4b27-4f3b-a8ef-5f1354b41ba1.MOBFCYAQ5TGN7RB9.SEARCH&ssid=2yz77yr7f40000001586926554439&qH=1036ba3c4ed2c021
"Apple iPhone 11 (Green, 64 GB)","68,300","68,300",4.7,"10,786",https://www.flipkart.com/apple-iphone-11-green-64-gb/p/itmfdb5266c6e904?pid=MOBFKCTSKZQCYCWE&lid=LSTMOBFKCTSKZQCYCWEMDZQMV&marketplace=FLIPKART&srno=s_8_177&otracker=search&fm=organic&iid=eb0fd53b-e25f-4548-9917-c80957941831.MOBFKCTSKZQCYCWE.SEARCH&ssid=zcfy0xaw9s0000001586926555352&qH=1036ba3c4ed2c021
"ITEL A46 (FIERY RED, 32 GB)  (2 GB RAM)","5,999","5,390",4.1,332,https://www.flipkart.com/itel-a46-fiery-red-32-gb/p/itm864bed2905e12?pid=MOBFH3RHGVYGBPXU&lid=LSTMOBFH3RHGVYGBPXU6TT37I&marketplace=FLIPKART&srno=s_13_294&otracker=search&fm=organic&iid=65d90155-610d-441d-a0c4-1e00d0bdd1ab.MOBFH3RHGVYGBPXU.SEARCH&ssid=y6zibq9vn40000001586926557061&qH=1036ba3c4ed2c021
"Redmi Note 4 (Gold, 64 GB)  (4 GB RAM)","12,999","12,999",4.4,"13,23,368",https://www.flipkart.com/redmi-note-4-gold-64-gb/p/itmeqg86fjyzkdq8?pid=MOBEQ98MNXHY4RU9&lid=LSTMOBEQ98MNXHY4RU9HWK2LC&marketplace=FLIPKART&srno=s_22_525&otracker=search&fm=organic&iid=f830f1cc-5678-4552-9eef-fb8f4cccaaec.MOBEQ98MNXHY4RU9.SEARCH&ssid=j7e12mwe000000001586926558397&qH=1036ba3c4ed2c021
"Realme 6 (Comet Blue, 128 GB)  (8 GB RAM)","16,999","16,999",4.3,"2,217",https://www.flipkart.com/realme-6-comet-blue-128-gb/p/itm50e6d62dcf5ee?pid=MOBFPCX72FYWY7NF&lid=LSTMOBFPCX72FYWY7NFMSGQ1L&marketplace=FLIPKART&srno=s_2_43&otracker=search&fm=organic&iid=f92c8823-72bf-499d-b6cf-eec8c085d2a6.MOBFPCX72FYWY7NF.SEARCH&ssid=mqgbncspts0000001586926558907&qH=1036ba3c4ed2c021
"Redmi Note 7 Pro (Nebula Red, 64 GB)  (6 GB RAM)","16,999","12,999",4.5,"2,54,178",https://www.flipkart.com/redmi-note-7-pro-nebula-red-64-gb/p/itmfhuq4xscxhjud?pid=MOBFHUQ4XG4HZ4SH&lid=LSTMOBFHUQ4XG4HZ4SHISDCF1&marketplace=FLIPKART&srno=s_9_202&otracker=search&fm=organic&iid=eeae2728-08f7-4cee-a849-12d1949fd214.MOBFHUQ4XG4HZ4SH.SEARCH&ssid=x9w3svc7f40000001586926557254&qH=1036ba3c4ed2c021
"OPPO R17 (Neon Purple, 128 GB)  (8 GB RAM)","36,990","36,990",-1,-1,https://www.flipkart.com/oppo-r17-neon-purple-128-gb/p/itmfgk7jke7btqqn?pid=MOBFGK5Y2DDPUJYC&lid=LSTMOBFGK5Y2DDPUJYCCUPSET&marketplace=FLIPKART&srno=s_23_531&otracker=search&fm=organic&iid=0b21f543-7eab-4104-adac-629a9d3ae850.MOBFGK5Y2DDPUJYC.SEARCH&ssid=q2q9c51ggg0000001586926560182&qH=1036ba3c4ed2c021
"Lenovo A6 Note (Black, 32 GB)  (3 GB RAM)","9,999","6,999",4.1,"15,043",https://www.flipkart.com/lenovo-a6-note-black-32-gb/p/itmdaa9870be4499?pid=MOBFGGPPBZCTKWEC&lid=LSTMOBFGGPPBZCTKWECCSBU9H&marketplace=FLIPKART&srno=s_12_285&otracker=search&fm=organic&iid=3e4fd231-92fb-4928-b778-06f9edbcc09a.MOBFGGPPBZCTKWEC.SEARCH&ssid=m6ruv4qwls0000001586926554563&qH=1036ba3c4ed2c021
"Realme C2 (Diamond Black, 32 GB)  (3 GB RAM)","8,999","7,499",4.3,"1,11,348",https://www.flipkart.com/realme-c2-diamond-black-32-gb/p/itmfgwba8kmejqpe?pid=MOBFFMG35CZCFEFF&lid=LSTMOBFFMG35CZCFEFFSB3UZP&marketplace=FLIPKART&otracker=search&fm=organic&iid=6c2e100b-ec61-4aad-b191-fc1099ef8a27.MOBFFMG35CZCFEFF.SEARCH&ssid=ao6h8obgtc0000001586926555649&qH=1036ba3c4ed2c021
"Asus ZenFone Max Pro M2 (Blue, 64 GB)  (4 GB RAM)","17,999","11,999",4.3,"74,779",https://www.flipkart.com/asus-zenfone-max-pro-m2-blue-64-gb/p/itmfb22gm6tzurvy?pid=MOBFB22GKVVSXN83&lid=LSTMOBFB22GKVVSXN83YPIQYB&marketplace=FLIPKART&srno=s_9_208&otracker=search&fm=organic&iid=eeae2728-08f7-4cee-a849-12d1949fd214.MOBFB22GKVVSXN83.SEARCH&ssid=x9w3svc7f40000001586926557254&qH=1036ba3c4ed2c021
"Tecno Camon i4 (Midnight Black, 32 GB)  (3 GB RAM)","12,250","9,999",3.8,73,https://www.flipkart.com/tecno-camon-i4-midnight-black-32-gb/p/itmffthj5yrmagms?pid=MOBFESRGAV7PMNGA&lid=LSTMOBFESRGAV7PMNGA7AMYLF&marketplace=FLIPKART&srno=s_23_536&otracker=search&fm=organic&iid=0b21f543-7eab-4104-adac-629a9d3ae850.MOBFESRGAV7PMNGA.SEARCH&ssid=q2q9c51ggg0000001586926560182&qH=1036ba3c4ed2c021
"Mi A2 (Black, 64 GB)  (4 GB RAM)","17,499","11,999",4.2,"30,596",https://www.flipkart.com/mi-a2-black-64-gb/p/itmfghsgahzh9byg?pid=MOBF95FKVHJGXWEW&lid=LSTMOBF95FKVHJGXWEWFYIQDS&marketplace=FLIPKART&srno=s_14_317&otracker=search&fm=organic&iid=706a2efc-57b7-4880-a80e-732132a03f6e.MOBF95FKVHJGXWEW.SEARCH&ssid=tsab5bu2z40000001586926558662&qH=1036ba3c4ed2c021
"POCO X2 (Phoenix Red, 128 GB)  (6 GB RAM)","18,999","17,999",4.6,"35,261",https://www.flipkart.com/poco-x2-phoenix-red-128-gb/p/itm399dc084bcc97?pid=MOBFZGJ6AXGFTJSC&lid=LSTMOBFZGJ6AXGFTJSC77SOJU&marketplace=FLIPKART&srno=s_2_28&otracker=search&fm=organic&iid=f92c8823-72bf-499d-b6cf-eec8c085d2a6.MOBFZGJ6AXGFTJSC.SEARCH&ssid=mqgbncspts0000001586926558907&qH=1036ba3c4ed2c021
"Micromax Infinity N12 (Red Velvet, 32 GB)  (3 GB RAM)","14,999","6,699",4.1,"3,123",https://www.flipkart.com/micromax-infinity-n12-red-velvet-32-gb/p/itmfbx66hknvhfvy?pid=MOBFBX66EVKUCFCH&lid=LSTMOBFBX66EVKUCFCHARHA5N&marketplace=FLIPKART&srno=s_21_498&otracker=search&fm=organic&iid=4bcceeea-ecda-46f6-9442-c34b13bc2776.MOBFBX66EVKUCFCH.SEARCH&ssid=ls1vhu17wg0000001586926556764&qH=1036ba3c4ed2c021
"Samsung Galaxy S10 Lite (Prism Blue, 128 GB)  (8 GB RAM)","43,999","42,099",4.5,"4,910",https://www.flipkart.com/samsung-galaxy-s10-lite-prism-blue-128-gb/p/itm10bfdc05a4bda?pid=MOBFZ8HTYDB5RDZF&lid=LSTMOBFZ8HTYDB5RDZFQGSJLO&marketplace=FLIPKART&srno=s_9_206&otracker=search&fm=organic&iid=eeae2728-08f7-4cee-a849-12d1949fd214.MOBFZ8HTYDB5RDZF.SEARCH&ssid=x9w3svc7f40000001586926557254&qH=1036ba3c4ed2c021
"Vivo V11 (Starry Night Black, 64 GB)  (6 GB RAM)","24,990","24,990",4.5,"17,585",https://www.flipkart.com/vivo-v11-starry-night-black-64-gb/p/itmfcxfhdyqbggw2?pid=MOBF9CY2SZPFE4BT&lid=LSTMOBF9CY2SZPFE4BTLXYLSV&marketplace=FLIPKART&srno=s_13_298&otracker=search&fm=organic&iid=65d90155-610d-441d-a0c4-1e00d0bdd1ab.MOBF9CY2SZPFE4BT.SEARCH&ssid=y6zibq9vn40000001586926557061&qH=1036ba3c4ed2c021
"Samsung Galaxy S9 (Midnight Black, 64 GB)  (4 GB RAM)","62,500","28,499",4.4,"17,040",https://www.flipkart.com/samsung-galaxy-s9-midnight-black-64-gb/p/itmf33a69rpszgzn?pid=MOBF2VWVBGCT5QQN&lid=LSTMOBF2VWVBGCT5QQN0ZJFUP&marketplace=FLIPKART&srno=s_2_30&otracker=search&fm=organic&iid=f92c8823-72bf-499d-b6cf-eec8c085d2a6.MOBF2VWVBGCT5QQN.SEARCH&ssid=mqgbncspts0000001586926558907&qH=1036ba3c4ed2c021
"Lenovo A7700 (White, 16 GB)  (2 GB RAM)","9,377","7,800",3.9,972,https://www.flipkart.com/lenovo-a7700-white-16-gb/p/itmeuydaejzvybcy?pid=MOBENQB6GJH5PDA3&lid=LSTMOBENQB6GJH5PDA3LOKBX2&marketplace=FLIPKART&srno=s_23_539&otracker=search&fm=organic&iid=0b21f543-7eab-4104-adac-629a9d3ae850.MOBENQB6GJH5PDA3.SEARCH&ssid=q2q9c51ggg0000001586926560182&qH=1036ba3c4ed2c021
"OnePlus 7T (Glacier Blue, 256 GB)  (8 GB RAM)","39,999","36,951",4.6,"4,286",https://www.flipkart.com/oneplus-7t-glacier-blue-256-gb/p/itma74f3aece46b1?pid=MOBFKWSYTHTESNSG&lid=LSTMOBFKWSYTHTESNSGTIQZOE&marketplace=FLIPKART&srno=s_10_229&otracker=search&fm=organic&iid=3bde488b-5f0f-4099-86f7-d07b607d9fd5.MOBFKWSYTHTESNSG.SEARCH&ssid=apxc2txov40000001586926558982&qH=1036ba3c4ed2c021
"Vivo V7 (Gold, 32 GB)  (4 GB RAM)","19,990","19,990",4.4,"11,544",https://www.flipkart.com/vivo-v7-gold-32-gb/p/itmezhzzuzha8hmk?pid=MOBEZHZZFUD3STGW&lid=LSTMOBEZHZZFUD3STGWTPEMQX&marketplace=FLIPKART&srno=s_14_315&otracker=search&fm=organic&iid=706a2efc-57b7-4880-a80e-732132a03f6e.MOBEZHZZFUD3STGW.SEARCH&ssid=tsab5bu2z40000001586926558662&qH=1036ba3c4ed2c021
"Realme 5 Pro (Sparkling Blue, 128 GB)  (8 GB RAM)","17,999","16,999",4.5,"58,622",https://www.flipkart.com/realme-5-pro-sparkling-blue-128-gb/p/itmfj9twdugyvg77?pid=MOBFJ9TWAEBGAYFR&lid=LSTMOBFJ9TWAEBGAYFRYARMRA&marketplace=FLIPKART&srno=s_2_38&otracker=search&fm=organic&iid=f92c8823-72bf-499d-b6cf-eec8c085d2a6.MOBFJ9TWAEBGAYFR.SEARCH&ssid=mqgbncspts0000001586926558907&qH=1036ba3c4ed2c021
"Tecno Camon I Sky 2 (Bordeaux Red, 16 GB)  (2 GB RAM)","8,499","8,493",4.1,318,https://www.flipkart.com/tecno-camon-sky-2-bordeaux-red-16-gb/p/itmf8wgphy9cdtvy?pid=MOBF9REVTSZF4BZZ&lid=LSTMOBF9REVTSZF4BZZEGGOPZ&marketplace=FLIPKART&srno=s_22_506&otracker=search&fm=organic&iid=f830f1cc-5678-4552-9eef-fb8f4cccaaec.MOBF9REVTSZF4BZZ.SEARCH&ssid=j7e12mwe000000001586926558397&qH=1036ba3c4ed2c021
"Samsung Galaxy M40 (Seawater Blue, 128 GB)  (6 GB RAM)","21,490","19,999",4.2,442,https://www.flipkart.com/samsung-galaxy-m40-seawater-blue-128-gb/p/itm513f46929acd2?pid=MOBFG83KGXJSBEWY&lid=LSTMOBFG83KGXJSBEWY2SWNHX&marketplace=FLIPKART&srno=s_9_199&otracker=search&fm=organic&iid=eeae2728-08f7-4cee-a849-12d1949fd214.MOBFG83KGXJSBEWY.SEARCH&ssid=x9w3svc7f40000001586926557254&qH=1036ba3c4ed2c021
"Realme 3 Pro (Nitro Blue, 128 GB)  (6 GB RAM)","19,999","16,999",4.5,"1,22,154",https://www.flipkart.com/realme-3-pro-nitro-blue-128-gb/p/itmfgzr2jckcttnx?pid=MOBFFMG3WTXWFUAT&lid=LSTMOBFFMG3WTXWFUATW6ZLCL&marketplace=FLIPKART&srno=s_12_277&otracker=search&fm=organic&iid=3e4fd231-92fb-4928-b778-06f9edbcc09a.MOBFFMG3WTXWFUAT.SEARCH&ssid=m6ruv4qwls0000001586926554563&qH=1036ba3c4ed2c021
"Honor 9X (Midnight Black, 128 GB)  (6 GB RAM)","19,999","16,999",4.4,644,https://www.flipkart.com/honor-9x-midnight-black-128-gb/p/itmc8ed4034d23a3?pid=MOBFN6X8TMX7PDR3&lid=LSTMOBFN6X8TMX7PDR3DM94MX&marketplace=FLIPKART&srno=s_3_58&otracker=search&fm=organic&iid=c7942e6f-8fa5-4a72-88a9-5564ba5c91fb.MOBFN6X8TMX7PDR3.SEARCH&ssid=cjeu2cii1s0000001586926561863&qH=1036ba3c4ed2c021
"Tecno Camon i 2x (Gold, 64 GB)  (4 GB RAM)","15,000","12,380",4.6,92,https://www.flipkart.com/tecno-camon-2x-gold-64-gb/p/itmfaj7yzefxxemb?pid=MOBFDNAV3M7YFYZW&lid=LSTMOBFDNAV3M7YFYZWFODS3O&marketplace=FLIPKART&srno=s_23_550&otracker=search&fm=organic&iid=0b21f543-7eab-4104-adac-629a9d3ae850.MOBFDNAV3M7YFYZW.SEARCH&ssid=q2q9c51ggg0000001586926560182&qH=1036ba3c4ed2c021
"LG K9 4G LTE (Black, 16 GB)  (2 GB RAM)","7,999","6,699",3.9,"1,305",https://www.flipkart.com/lg-k9-4g-lte-black-16-gb/p/itmfb2a7qfngsnqk?pid=MOBF9P5ZDR9GGVTW&lid=LSTMOBF9P5ZDR9GGVTWOMD8KN&marketplace=FLIPKART&srno=s_11_246&otracker=search&fm=organic&iid=b6c11b51-f48d-4f74-b7d2-3f6bf7f33211.MOBF9P5ZDR9GGVTW.SEARCH&ssid=6hjarsxbgg0000001586926561694&qH=1036ba3c4ed2c021
"Vivo V9 Youth (Black, 32 GB)  (4 GB RAM)","19,990","16,990",4.4,"26,642",https://www.flipkart.com/vivo-v9-youth-black-32-gb/p/itmf4d94cemugsug?pid=MOBF4D93ZUP926YK&lid=LSTMOBF4D93ZUP926YKCNBZXE&marketplace=FLIPKART&srno=s_12_288&otracker=search&fm=organic&iid=3e4fd231-92fb-4928-b778-06f9edbcc09a.MOBF4D93ZUP926YK.SEARCH&ssid=m6ruv4qwls0000001586926554563&qH=1036ba3c4ed2c021
"Itel A45 (Midnight Black, 8 GB)  (1 GB RAM)","5,999","5,949",3.7,13,https://www.flipkart.com/itel-a45-midnight-black-8-gb/p/itmfggkddgeguyme?pid=MOBFGGG2HUZUZ7T6&lid=LSTMOBFGGG2HUZUZ7T6QVSEG9&marketplace=FLIPKART&srno=s_23_545&otracker=search&fm=organic&iid=0b21f543-7eab-4104-adac-629a9d3ae850.MOBFGGG2HUZUZ7T6.SEARCH&ssid=q2q9c51ggg0000001586926560182&qH=1036ba3c4ed2c021
"Realme C2 (Diamond Blue, 32 GB)  (3 GB RAM)","8,999","7,499",4.3,"1,11,348",https://www.flipkart.com/realme-c2-diamond-blue-32-gb/p/itmfgwba8kmejqpe?pid=MOBFFMG3NH25KFVW&lid=LSTMOBFFMG3NH25KFVW0UCHRN&marketplace=FLIPKART&srno=s_2_47&otracker=search&fm=organic&iid=f92c8823-72bf-499d-b6cf-eec8c085d2a6.MOBFFMG3NH25KFVW.SEARCH&ssid=mqgbncspts0000001586926558907&qH=1036ba3c4ed2c021
"Redmi Note 7S (Onyx Black, 32 GB)  (3 GB RAM)","11,999","9,999",4.4,"2,89,553",https://www.flipkart.com/redmi-note-7s-onyx-black-32-gb/p/itmfgpbaq3wyvgwq?pid=MOBFGGJ8VUGCYUTU&lid=LSTMOBFGGJ8VUGCYUTU27S5MD&marketplace=FLIPKART&srno=s_8_180&otracker=search&fm=organic&iid=eb0fd53b-e25f-4548-9917-c80957941831.MOBFGGJ8VUGCYUTU.SEARCH&ssid=zcfy0xaw9s0000001586926555352&qH=1036ba3c4ed2c021
"Tecno Camon i4 (Midnight Black, 32 GB)  (2 GB RAM)","10,863","8,999",4.1,143,https://www.flipkart.com/tecno-camon-i4-midnight-black-32-gb/p/itmffnmvcaefzftv?pid=MOBFESRGCKFXDVHW&lid=LSTMOBFESRGCKFXDVHWJV7ZIS&marketplace=FLIPKART&srno=s_21_484&otracker=search&fm=organic&iid=4bcceeea-ecda-46f6-9442-c34b13bc2776.MOBFESRGCKFXDVHW.SEARCH&ssid=ls1vhu17wg0000001586926556764&qH=1036ba3c4ed2c021
